Date,Good time to buy,Uncertain - depends,Bad time to buy,Relative,Value_3mon,Value_10yr,spread,USREC,Value,housing market
1975-06,,,,,5.342380952380952,7.860952380952382,2.5185714285714287,0.0,8.8,101.66908422852086
1975-07,,,,,6.133636363636364,8.061363636363636,1.927727272727273,0.0,8.6,101.1160330516043
1975-08,,,,,6.441904761904762,8.397619047619047,1.9557142857142857,0.0,8.4,101.54060400692639
1975-09,,,,,6.419047619047619,8.426666666666668,2.007619047619048,0.0,8.4,101.98593170343352
1975-10,,,,,5.956818181818182,8.137727272727274,2.180909090909091,0.0,8.4,102.14187467382833
1975-11,,,,,5.475882352941177,8.052941176470588,2.577058823529412,0.0,8.3,102.09179210602935
1975-12,,,,,5.443181818181818,7.996818181818182,2.5536363636363637,0.0,8.2,102.06702153871254
1976-01,,,,,4.868571428571428,7.742380952380953,2.873809523809524,0.0,7.9,102.36065360327096
1976-02,,,,,4.881111111111111,7.792777777777778,2.9116666666666666,0.0,7.7,102.24685581695144
1976-03,,,,,5.000869565217391,7.734347826086956,2.733478260869565,0.0,7.6,102.92902396644935
1976-04,,,,,4.8566666666666665,7.564285714285714,2.7076190476190476,0.0,7.7,103.53849399564861
1976-05,,,,,5.203,7.8950000000000005,2.692,0.0,7.4,103.96055328847304
1976-06,,,,,5.407727272727272,7.861363636363635,2.4536363636363636,0.0,7.6,103.70530194295506
1976-07,,,,,5.2299999999999995,7.831904761904762,2.6019047619047617,0.0,7.8,104.03731732124704
1976-08,,,,,5.142727272727273,7.768636363636364,2.6259090909090905,0.0,7.8,104.17947457442513
1976-09,,,,,5.083333333333333,7.594285714285713,2.510952380952381,0.0,7.6,104.56441670370398
1976-10,,,,,4.9185,7.411,2.4925,0.0,7.7,104.35892815120305
1976-11,,,,,4.752631578947368,7.291052631578947,2.538421052631579,0.0,7.8,104.78033671859542
1976-12,,,,,4.346363636363637,6.869090909090909,2.522727272727273,0.0,7.8,105.29159995173826
1977-01,,,,,4.617619047619048,7.213333333333333,2.5957142857142856,0.0,7.5,105.63679605844884
1977-02,,,,,4.665263157894737,7.3910526315789475,2.7257894736842103,0.0,7.6,105.79893981410126
1977-03,,,,,4.602608695652174,7.460000000000001,2.857391304347826,0.0,7.4,106.58369894687993
1977-04,,,,,4.5355,7.3705,2.835,0.0,7.2,107.56419849198646
1977-05,,,,,4.956190476190476,7.456666666666667,2.5004761904761903,0.0,7.0,108.34553683923802
1977-06,,,,,5.016363636363637,7.275454545454545,2.2590909090909093,0.0,7.2,108.43528340083793
1977-07,,,,,5.185789473684211,7.330000000000001,2.14421052631579,0.0,6.9,109.01044512209356
1977-08,,,,,5.490869565217391,7.396521739130435,1.9056521739130434,0.0,7.0,109.75553316211538
1977-09,,,,,5.808571428571429,7.343809523809524,1.5352380952380953,0.0,6.8,110.84077244236565
1977-10,,,,,6.16,7.5235,1.3635000000000002,0.0,6.8,111.88422884691765
1977-11,,,,,6.104736842105263,7.577368421052632,1.4726315789473683,0.0,6.8,112.49307733472575
1977-12,,,,,6.0652380952380955,7.685238095238095,1.6199999999999999,0.0,6.4,113.14034717142142
1978-01,66.0,10.0,24.0,142.0,6.440476190476191,7.956190476190477,1.5157142857142856,0.0,6.4,113.54260252195681
1978-02,58.0,23.0,19.0,139.0,6.445555555555555,8.033333333333333,1.5877777777777777,0.0,6.3,114.08261716230788
1978-03,63.0,14.0,23.0,140.0,6.293636363636364,8.03590909090909,1.7422727272727272,0.0,6.3,114.75902182859295
1978-04,67.0,14.0,19.0,148.0,6.286,8.154,1.8680000000000003,0.0,6.1,115.35117282642274
1978-05,63.0,21.0,16.0,147.0,6.408095238095238,8.345714285714285,1.9376190476190476,0.0,6.0,115.85059098656868
1978-06,66.0,14.0,20.0,146.0,6.734090909090909,8.462272727272728,1.7281818181818183,0.0,5.9,116.32973794105219
1978-07,67.0,12.0,21.0,146.0,7.0075,8.64,1.6324999999999998,0.0,6.2,117.06958009679072
1978-08,62.0,21.0,17.0,145.0,7.077826086956521,8.410869565217391,1.3330434782608693,0.0,5.9,118.07740242920467
1978-09,62.0,16.0,22.0,140.0,7.845000000000001,8.416500000000001,0.5715,0.0,6.0,118.42517549585804
1978-10,62.0,14.0,24.0,138.0,7.990952380952381,8.642380952380952,0.6514285714285715,0.0,5.8,118.51103512733725
1978-11,56.0,23.0,21.0,135.0,8.6435,8.805,0.16149999999999967,0.0,5.9,119.22800965483843
1978-12,53.0,17.0,30.0,123.0,9.0765,9.006499999999999,-0.06999999999999958,0.0,6.0,120.09982074631534
1979-01,63.0,13.0,24.0,139.0,9.349545454545455,9.099545454545455,-0.24999999999999983,0.0,5.9,120.62058938360852
1979-02,61.0,16.0,23.0,138.0,9.32388888888889,9.098333333333333,-0.22555555555555587,0.0,5.9,120.71666010811084
1979-03,63.0,12.0,25.0,138.0,9.478181818181818,9.117272727272727,-0.3609090909090911,0.0,5.8,121.10010234782128
1979-04,61.0,12.0,27.0,134.0,9.4605,9.181999999999999,-0.2785,0.0,5.8,121.28568323834055
1979-05,62.0,12.0,26.0,136.0,9.611428571428572,9.252380952380953,-0.35904761904761895,0.0,5.6,121.3211624184684
1979-06,62.0,10.0,28.0,134.0,9.055238095238096,8.913809523809524,-0.1414285714285713,0.0,5.7,121.49993368837356
1979-07,60.0,10.0,30.0,130.0,9.23952380952381,8.95,-0.2895238095238096,0.0,5.7,121.51380008958013
1979-08,58.0,15.0,27.0,131.0,9.520434782608696,9.029565217391305,-0.49086956521739145,0.0,6.0,121.57026427936815
1979-09,62.0,9.0,29.0,133.0,10.263684210526316,9.334736842105263,-0.9289473684210525,0.0,5.9,121.28192929854804
1979-10,58.0,10.0,32.0,126.0,11.701363636363636,10.299090909090909,-1.4022727272727271,0.0,6.0,121.37558289155224
1979-11,53.0,14.0,33.0,120.0,11.792631578947368,10.653157894736841,-1.1394736842105266,0.0,5.9,121.11601556110107
1979-12,52.0,6.0,42.0,110.0,12.0355,10.386,-1.6494999999999997,0.0,6.0,120.57528778811228
1980-01,60.0,7.0,33.0,127.0,11.998181818181818,10.802272727272728,-1.1959090909090906,0.0,6.3,119.47831097392528
1980-02,60.0,14.0,26.0,134.0,12.856315789473685,12.414736842105263,-0.4415789473684212,1.0,6.3,118.49870403515182
1980-03,54.0,8.0,38.0,116.0,15.20095238095238,12.74904761904762,-2.451904761904762,1.0,6.3,117.7198458944635
1980-04,41.0,12.0,47.0,94.0,13.203333333333333,11.473333333333333,-1.73,1.0,6.9,117.50548709365822
1980-05,35.0,7.0,58.0,77.0,8.577142857142857,10.181428571428572,1.6042857142857145,1.0,7.5,117.18026811320377
1980-06,41.0,11.0,48.0,93.0,7.074285714285715,9.778095238095238,2.703809523809524,1.0,7.6,116.60878563701206
1980-07,44.0,16.0,40.0,104.0,8.056363636363637,10.247727272727273,2.191363636363636,1.0,7.8,117.4186227735002
1980-08,47.0,15.0,38.0,109.0,9.129999999999999,11.101904761904763,1.971904761904762,0.0,7.7,117.25614533290218
1980-09,52.0,17.0,31.0,121.0,10.27142857142857,11.508571428571429,1.237142857142857,0.0,7.5,116.83686881866356
1980-10,55.0,13.0,32.0,123.0,11.620454545454546,11.751363636363635,0.13090909090909086,0.0,7.5,116.19639185558307
1980-11,50.0,12.0,38.0,112.0,13.728235294117647,12.68470588235294,-1.043529411764706,0.0,7.5,115.70305354314792
1980-12,45.0,13.0,42.0,103.0,15.49409090909091,12.844090909090909,-2.65,0.0,7.2,115.08917812759019
1981-01,50.0,16.0,34.0,116.0,15.02190476190476,12.568571428571428,-2.4533333333333336,0.0,7.5,114.52471373615464
1981-02,47.0,15.0,38.0,109.0,14.787777777777778,13.194444444444445,-1.5933333333333333,0.0,7.4,113.81461836442314
1981-03,43.0,15.0,42.0,101.0,13.358636363636363,13.115909090909092,-0.2427272727272728,0.0,7.4,113.71513482951607
1981-04,54.0,13.0,33.0,121.0,13.692380952380953,13.67952380952381,-0.012857142857142836,0.0,7.2,113.95320002945373
1981-05,50.0,11.0,39.0,111.0,16.3045,14.0995,-2.205,0.0,7.5,113.84885546660756
1981-06,44.0,16.0,40.0,104.0,14.734090909090908,13.472272727272726,-1.2618181818181817,0.0,7.5,113.57334282910115
1981-07,53.0,12.0,35.0,118.0,14.946363636363635,14.280909090909091,-0.6654545454545455,0.0,7.2,112.91277456553712
1981-08,55.0,13.0,32.0,123.0,15.506190476190476,14.937142857142858,-0.569047619047619,1.0,7.4,112.63136988179674
1981-09,44.0,21.0,35.0,109.0,14.704761904761906,15.323809523809524,0.6190476190476191,1.0,7.6,111.7526499775874
1981-10,52.0,13.0,35.0,117.0,13.543333333333335,15.14809523809524,1.6047619047619048,1.0,7.9,111.65997051679855
1981-11,43.0,13.0,44.0,99.0,10.857222222222223,13.392777777777777,2.535555555555556,1.0,8.3,111.309318731038
1981-12,44.0,13.0,43.0,101.0,10.84590909090909,13.724545454545455,2.878636363636364,1.0,8.5,111.04512854065864
1982-01,57.0,10.0,33.0,124.0,12.2765,14.594,2.3175,1.0,8.6,110.76673584245944
1982-02,48.0,15.0,37.0,111.0,13.481111111111112,14.425555555555556,0.9444444444444444,1.0,8.9,110.5941548884581
1982-03,48.0,10.0,42.0,106.0,12.67782608695652,13.861304347826087,1.1834782608695655,1.0,9.0,110.64778634964634
1982-04,41.0,17.0,42.0,99.0,12.703333333333333,13.871904761904762,1.1685714285714284,1.0,9.3,110.32345738099399
1982-05,45.0,12.0,43.0,102.0,12.088,13.622499999999999,1.5345,1.0,9.4,109.4277286103453
1982-06,43.0,13.0,44.0,99.0,12.465909090909092,14.299545454545454,1.8336363636363637,1.0,9.6,108.06736579424545
1982-07,48.0,14.0,38.0,110.0,11.349047619047619,13.946190476190477,2.597142857142857,1.0,9.8,107.48464444904225
1982-08,41.0,15.0,44.0,97.0,8.679545454545455,13.055,4.375454545454545,1.0,9.8,107.21862233343604
1982-09,42.0,14.0,44.0,98.0,7.920476190476189,12.33904761904762,4.418571428571429,1.0,10.1,107.03674098068697
1982-10,46.0,14.0,40.0,106.0,7.710500000000001,10.9065,3.196,1.0,10.4,106.70756587643751
1982-11,47.0,11.0,42.0,105.0,8.066315789473684,10.550526315789474,2.4842105263157896,1.0,10.8,106.93188661117794
1982-12,50.0,11.0,39.0,111.0,7.9368181818181816,10.54,2.6031818181818185,0.0,10.8,107.55209674356571
1983-01,51.0,9.0,40.0,111.0,7.856190476190475,10.457142857142857,2.6009523809523807,0.0,10.4,107.69315110206618
1983-02,54.0,9.0,37.0,117.0,8.113684210526316,10.724736842105264,2.6110526315789477,0.0,10.4,108.14266855172053
1983-03,53.0,9.0,38.0,115.0,8.348695652173914,10.506521739130434,2.1578260869565216,0.0,10.3,108.59290783953263
1983-04,61.0,9.0,30.0,131.0,8.212,10.4,2.1879999999999997,0.0,10.2,108.37751268683179
1983-05,67.0,5.0,28.0,139.0,8.191904761904762,10.379999999999999,2.188095238095238,0.0,10.1,108.26340685118474
1983-06,66.0,9.0,25.0,141.0,8.792272727272728,10.848636363636363,2.056363636363636,0.0,10.1,108.46600305163798
1983-07,67.0,9.0,24.0,143.0,9.0805,11.376999999999999,2.2965,0.0,9.4,108.64856367615884
1983-08,64.0,12.0,24.0,140.0,9.343478260869565,11.846086956521738,2.502608695652174,0.0,9.5,108.80374674095616
1983-09,66.0,8.0,26.0,140.0,8.995238095238095,11.653809523809523,2.6585714285714284,0.0,9.2,108.55249000699327
1983-10,65.0,10.0,25.0,140.0,8.635,11.541,2.906,0.0,8.8,108.4355556354859
1983-11,64.0,10.0,26.0,138.0,8.76421052631579,11.690000000000001,2.9257894736842105,0.0,8.5,108.36926111858165
1983-12,61.0,12.0,27.0,134.0,8.996190476190476,11.82952380952381,2.8333333333333335,0.0,8.3,108.54532674802266
1984-01,73.0,9.0,18.0,155.0,8.903333333333332,11.674285714285714,2.770952380952381,0.0,8.0,108.22327295369459
1984-02,70.0,11.0,19.0,151.0,9.087894736842106,11.842105263157896,2.754210526315789,0.0,7.8,108.04170920443974
1984-03,72.0,9.0,19.0,153.0,9.516818181818183,12.319090909090908,2.8022727272727272,0.0,7.8,108.32119555712556
1984-04,71.0,10.0,19.0,152.0,9.693999999999999,12.6335,2.9395,0.0,7.7,108.39981368186854
1984-05,77.0,10.0,13.0,164.0,9.834090909090909,13.408636363636363,3.5745454545454547,0.0,7.4,108.76819982418536
1984-06,67.0,11.0,22.0,145.0,9.868095238095238,13.562857142857142,3.694761904761905,0.0,7.2,109.07874313960872
1984-07,71.0,10.0,19.0,152.0,10.115238095238094,13.362380952380953,3.247142857142857,0.0,7.5,109.25980560000077
1984-08,72.0,9.0,19.0,153.0,10.466521739130433,12.716086956521737,2.249565217391304,0.0,7.5,109.36372118132397
1984-09,72.0,10.0,18.0,154.0,10.368947368421052,12.522631578947369,2.1536842105263156,0.0,7.3,109.16288205251128
1984-10,70.0,10.0,20.0,150.0,9.736363636363636,12.160454545454543,2.424090909090909,0.0,7.4,109.05304783361561
1984-11,67.0,10.0,23.0,144.0,8.608421052631579,11.572631578947368,2.9642105263157896,0.0,7.2,109.06930408760162
1984-12,67.0,9.0,24.0,143.0,8.056999999999999,11.499500000000001,3.4425,0.0,7.3,109.30705180214751
1985-01,73.0,7.0,20.0,153.0,7.756190476190476,11.384285714285713,3.628095238095238,0.0,7.3,109.47707603963138
1985-02,75.0,8.0,17.0,158.0,8.265,11.508888888888889,3.243888888888889,0.0,7.2,109.4552348418724
1985-03,74.0,8.0,18.0,156.0,8.516666666666666,11.855238095238096,3.3385714285714285,0.0,7.2,109.66515538208344
1985-04,77.0,7.0,16.0,161.0,7.946666666666666,11.434761904761904,3.488095238095238,0.0,7.3,109.8908189771222
1985-05,72.0,8.0,20.0,152.0,7.479545454545455,10.84681818181818,3.367272727272727,0.0,7.2,110.3167121324288
1985-06,74.0,9.0,17.0,157.0,6.954000000000001,10.156,3.2020000000000004,0.0,7.4,110.80258751025123
1985-07,74.0,6.0,20.0,154.0,7.082727272727272,10.306818181818182,3.2240909090909096,0.0,7.4,111.38899462334369
1985-08,69.0,14.0,17.0,152.0,7.135,10.331818181818182,3.196818181818182,0.0,7.1,111.9514363177395
1985-09,73.0,9.0,18.0,155.0,7.099473684210525,10.373157894736842,3.2736842105263158,0.0,7.1,112.36246765045416
1985-10,69.0,10.0,21.0,148.0,7.161363636363637,10.236818181818181,3.075454545454545,0.0,7.1,112.5808699289465
1985-11,70.0,10.0,20.0,150.0,7.237368421052631,9.781578947368422,2.5442105263157893,0.0,7.0,112.88348733505471
1985-12,69.0,9.0,22.0,147.0,7.099523809523809,9.25904761904762,2.1595238095238094,0.0,7.0,113.17465519716364
1986-01,80.0,8.0,12.0,168.0,7.073809523809524,9.193809523809524,2.12,0.0,6.7,113.54427369749774
1986-02,78.0,8.0,14.0,164.0,7.064210526315789,8.704210526315789,1.64,0.0,7.2,114.52936038123654
1986-03,75.0,10.0,15.0,160.0,6.5605,7.778499999999999,1.2179999999999997,0.0,7.2,115.92298858062874
1986-04,75.0,10.0,15.0,160.0,6.056363636363637,7.29909090909091,1.242727272727273,0.0,7.1,117.20633946290032
1986-05,75.0,8.0,17.0,158.0,6.15,7.70952380952381,1.5595238095238095,0.0,7.2,117.99360127197012
1986-06,81.0,8.0,11.0,170.0,6.2090476190476185,7.7995238095238095,1.5904761904761904,0.0,7.2,118.51560729211077
1986-07,79.0,7.0,14.0,165.0,5.828636363636363,7.303181818181818,1.4745454545454544,0.0,7.0,119.69392404721619
1986-08,77.0,7.0,16.0,161.0,5.527142857142857,7.1657142857142855,1.6385714285714283,0.0,6.9,120.51143405607695
1986-09,76.0,9.0,15.0,161.0,5.20952380952381,7.447619047619048,2.238095238095238,0.0,7.0,120.85587928158387
1986-10,76.0,10.0,14.0,162.0,5.179545454545455,7.426363636363636,2.246818181818182,0.0,7.0,121.42334047116407
1986-11,72.0,11.0,17.0,155.0,5.349444444444445,7.250555555555555,1.901111111111111,0.0,6.9,121.91806170483585
1986-12,75.0,8.0,17.0,158.0,5.528181818181818,7.112727272727272,1.5845454545454545,0.0,6.6,122.70622133763105
1987-01,72.0,8.0,20.0,152.0,5.427,7.0845,1.6575,0.0,6.6,121.87834224784824
1987-02,73.0,7.0,20.0,153.0,5.593684210526316,7.2505263157894735,1.656842105263158,0.0,6.6,122.20446587120534
1987-03,71.0,10.0,19.0,152.0,5.591818181818182,7.248636363636364,1.656818181818182,0.0,6.6,122.4048511516735
1987-04,74.0,10.0,16.0,158.0,5.636190476190476,8.022857142857143,2.3866666666666667,0.0,6.3,122.81447529978483
1987-05,76.0,9.0,15.0,161.0,5.66,8.613,2.9530000000000003,0.0,6.3,123.57053562833684
1987-06,76.0,9.0,15.0,161.0,5.668181818181818,8.402272727272727,2.734090909090909,0.0,6.2,124.28558225137502
1987-07,76.0,10.0,14.0,162.0,5.692272727272727,8.44681818181818,2.7545454545454544,0.0,6.1,125.02121762634026
1987-08,74.0,9.0,17.0,157.0,6.036190476190477,8.76047619047619,2.724285714285714,0.0,6.0,125.37452322966756
1987-09,75.0,12.0,13.0,162.0,6.398095238095239,9.421904761904763,3.0238095238095237,0.0,5.9,125.59477408868844
1987-10,69.0,11.0,20.0,149.0,6.133333333333334,9.520000000000001,3.3866666666666667,0.0,6.0,125.78211216326902
1987-11,66.0,10.0,24.0,142.0,5.6947368421052635,8.860526315789473,3.1657894736842103,0.0,5.8,125.69686810070542
1987-12,69.0,9.0,22.0,147.0,5.767727272727273,8.987727272727271,3.22,0.0,5.7,125.94378989926814
1988-01,72.0,10.0,18.0,154.0,5.813684210526316,8.66578947368421,2.8521052631578945,0.0,5.7,125.9465795462045
1988-02,72.0,11.0,17.0,155.0,5.6605,8.212,2.5515,0.0,5.7,126.34029416856093
1988-03,71.0,14.0,15.0,156.0,5.70304347826087,8.373478260869565,2.670434782608696,0.0,5.7,126.76284471615476
1988-04,73.0,8.0,19.0,154.0,5.907,8.7185,2.8115,0.0,5.4,126.8509412166889
1988-05,79.0,7.0,14.0,165.0,6.257142857142857,9.08904761904762,2.8319047619047617,0.0,5.6,127.65113911047794
1988-06,74.0,15.0,11.0,163.0,6.459545454545454,8.921363636363637,2.461818181818182,0.0,5.4,128.29996225652917
1988-07,79.0,9.0,12.0,167.0,6.7284999999999995,9.056000000000001,2.3274999999999997,0.0,5.4,128.87140127646148
1988-08,74.0,12.0,14.0,160.0,7.062608695652174,9.260434782608696,2.1978260869565216,0.0,5.6,129.22321822566207
1988-09,71.0,15.0,14.0,157.0,7.23952380952381,8.977142857142857,1.7376190476190476,0.0,5.4,129.37599663597916
1988-10,73.0,12.0,15.0,158.0,7.3485,8.7955,1.4469999999999996,0.0,5.4,129.38501261012175
1988-11,73.0,10.0,17.0,156.0,7.76,8.9625,1.2025000000000001,0.0,5.3,129.38334369524375
1988-12,70.0,10.0,20.0,150.0,8.067142857142857,9.105714285714285,1.0385714285714287,0.0,5.3,129.33050218863087
1989-01,78.0,9.0,13.0,165.0,8.266,9.0915,0.8255000000000001,0.0,5.4,129.39281145680414
1989-02,71.0,12.0,17.0,154.0,8.530526315789475,9.168947368421053,0.6384210526315789,0.0,5.2,129.58209080346458
1989-03,72.0,12.0,16.0,156.0,8.815454545454545,9.357727272727272,0.5422727272727274,0.0,5.0,129.71637852111908
1989-04,75.0,8.0,17.0,158.0,8.647,9.1755,0.5284999999999997,0.0,5.2,129.5605942094219
1989-05,73.0,11.0,16.0,157.0,8.433181818181819,8.85909090909091,0.4259090909090913,0.0,5.2,129.6692477140633
1989-06,71.0,13.0,16.0,155.0,8.151363636363637,8.277272727272727,0.1259090909090906,0.0,5.3,129.9396529421037
1989-07,71.0,10.0,19.0,152.0,7.883,8.0185,0.13550000000000012,0.0,5.2,130.11249995085817
1989-08,73.0,10.0,17.0,156.0,7.899565217391304,8.112608695652174,0.21304347826086936,0.0,5.2,130.50776023792233
1989-09,75.0,11.0,14.0,161.0,7.7505,8.1905,0.4400000000000001,0.0,5.3,130.4483782369614
1989-10,73.0,10.0,17.0,156.0,7.63952380952381,8.007619047619048,0.36809523809523814,0.0,5.3,129.93804311751342
1989-11,67.0,12.0,21.0,146.0,7.687619047619047,7.8742857142857146,0.18666666666666668,0.0,5.4,129.47784426902618
1989-12,65.0,10.0,25.0,140.0,7.626,7.836,0.21000000000000002,0.0,5.4,129.02898579482144
1990-01,77.0,10.0,13.0,164.0,7.642857142857143,8.206666666666667,0.5638095238095236,0.0,5.4,127.86304919874708
1990-02,74.0,9.0,17.0,157.0,7.741052631578948,8.473157894736843,0.7321052631578946,0.0,5.3,127.46344192608454
1990-03,76.0,8.0,16.0,160.0,7.8981818181818175,8.588636363636363,0.6904545454545453,0.0,5.2,127.20502049159396
1990-04,78.0,6.0,16.0,162.0,7.773000000000001,8.7855,1.0125,0.0,5.4,127.31882893074527
1990-05,75.0,11.0,14.0,161.0,7.743181818181818,8.758181818181818,1.015,0.0,5.4,127.54731806411246
1990-06,75.0,8.0,17.0,158.0,7.725238095238095,8.48,0.754761904761905,0.0,5.2,127.1045574297685
1990-07,73.0,12.0,15.0,158.0,7.62,8.471428571428572,0.8514285714285714,0.0,5.5,126.60995137433427
1990-08,69.0,9.0,22.0,147.0,7.44695652173913,8.752608695652174,1.3056521739130436,1.0,5.7,125.4205412831121
1990-09,66.0,7.0,27.0,139.0,7.35578947368421,8.893157894736841,1.5373684210526317,1.0,5.9,124.16668497444161
1990-10,58.0,10.0,32.0,126.0,7.165909090909091,8.719545454545456,1.5536363636363637,1.0,5.9,122.82275324142479
1990-11,61.0,5.0,34.0,127.0,7.062,8.392,1.3299999999999998,1.0,6.2,121.70109504991574
1990-12,55.0,9.0,36.0,119.0,6.7395,8.075,1.3355000000000001,1.0,6.3,120.59841416638216
1991-01,53.0,9.0,38.0,115.0,6.222857142857143,8.091904761904763,1.869047619047619,1.0,6.4,119.45647407003679
1991-02,54.0,12.0,34.0,120.0,5.944210526315789,7.854736842105264,1.9105263157894736,1.0,6.6,118.92062015545773
1991-03,63.0,11.0,26.0,137.0,5.904999999999999,8.11,2.205,1.0,6.8,118.74204168266613
1991-04,67.0,7.0,26.0,141.0,5.648181818181818,8.039090909090909,2.390909090909091,0.0,6.7,118.76061857900909
1991-05,61.0,6.0,33.0,128.0,5.460909090909091,8.067727272727273,2.6068181818181815,0.0,6.9,119.03438136023838
1991-06,62.0,9.0,29.0,133.0,5.5729999999999995,8.284,2.711,0.0,6.9,119.44398243758647
1991-07,68.0,9.0,23.0,145.0,5.575,8.272727272727273,2.6977272727272723,0.0,6.8,119.68150883836614
1991-08,63.0,8.0,29.0,134.0,5.333181818181818,7.9,2.566818181818182,0.0,6.9,119.44957376137374
1991-09,65.0,7.0,28.0,137.0,5.215,7.65,2.435,0.0,6.9,119.07282655251157
1991-10,63.0,7.0,30.0,133.0,4.994090909090909,7.527272727272727,2.533181818181818,0.0,7.0,118.45673263575715
1991-11,55.0,9.0,36.0,119.0,4.558947368421053,7.417368421052632,2.858421052631579,0.0,7.0,117.53901266278721
1991-12,53.0,8.0,39.0,114.0,4.0738095238095235,7.088571428571429,3.0147619047619045,0.0,7.3,116.91055972917177
1992-01,55.0,7.0,38.0,117.0,3.804761904761905,7.032380952380953,3.2276190476190476,0.0,7.3,116.60267548662324
1992-02,53.0,8.0,39.0,114.0,3.84421052631579,7.337894736842105,3.4936842105263155,0.0,7.4,116.28112319282877
1992-03,59.0,8.0,33.0,126.0,4.03590909090909,7.542272727272728,3.5063636363636363,0.0,7.4,116.10665296784529
1992-04,61.0,8.0,31.0,130.0,3.7490476190476194,7.480476190476191,3.7314285714285713,0.0,7.4,116.26328106091057
1992-05,66.0,7.0,27.0,139.0,3.633,7.392,3.7590000000000003,0.0,7.6,116.49853175728957
1992-06,70.0,7.0,23.0,147.0,3.6563636363636363,7.261818181818182,3.605454545454545,0.0,7.8,116.47763037090267
1992-07,66.0,6.0,28.0,138.0,3.208181818181818,6.844545454545455,3.6363636363636362,0.0,7.7,116.31129020295988
1992-08,62.0,8.0,30.0,132.0,3.1271428571428572,6.585714285714286,3.458571428571428,0.0,7.6,116.09372777993883
1992-09,59.0,8.0,33.0,126.0,2.9095238095238094,6.415238095238095,3.505714285714286,0.0,7.6,115.69138761327318
1992-10,57.0,9.0,34.0,123.0,2.863809523809524,6.589047619047619,3.7252380952380952,0.0,7.3,115.15491083619324
1992-11,66.0,8.0,26.0,140.0,3.128421052631579,6.873157894736842,3.7447368421052634,0.0,7.4,114.80227514063363
1992-12,67.0,8.0,25.0,142.0,3.216818181818182,6.77,3.553181818181818,0.0,7.4,114.47025923722244
1993-01,69.0,7.0,24.0,145.0,3.001578947368421,6.6000000000000005,3.598421052631579,0.0,7.3,113.9665183942815
1993-02,69.0,10.0,21.0,148.0,2.928421052631579,6.258947368421053,3.3305263157894736,0.0,7.1,113.62636473686248
1993-03,72.0,8.0,20.0,152.0,2.9517391304347824,5.975217391304348,3.023478260869565,0.0,7.0,113.54954248477816
1993-04,72.0,11.0,17.0,155.0,2.8699999999999997,5.9695238095238095,3.09952380952381,0.0,7.1,113.56656292678775
1993-05,71.0,10.0,19.0,152.0,2.9565,6.0355,3.0789999999999997,0.0,7.1,113.79814708747058
1993-06,69.0,9.0,22.0,147.0,3.070909090909091,5.962727272727273,2.8918181818181816,0.0,7.0,114.43676603583971
1993-07,70.0,7.0,23.0,147.0,3.036190476190476,5.805238095238095,2.769047619047619,0.0,6.9,114.82237626448354
1993-08,70.0,10.0,20.0,150.0,3.019090909090909,5.677727272727273,2.6586363636363637,0.0,6.8,114.94640003026245
1993-09,67.0,9.0,24.0,143.0,2.9476190476190474,5.36,2.412380952380952,0.0,6.7,114.88628777479592
1993-10,70.0,11.0,19.0,151.0,3.0175,5.334,2.3165,0.0,6.8,114.37335110014459
1993-11,68.0,11.0,21.0,147.0,3.104,5.724,2.62,0.0,6.6,114.05708123555547
1993-12,72.0,9.0,19.0,153.0,3.0568181818181817,5.774090909090909,2.7172727272727273,0.0,6.5,113.74165540856072
1994-01,78.0,6.0,16.0,162.0,2.9755,5.750500000000001,2.775,0.0,6.6,113.86542534070682
1994-02,80.0,7.0,13.0,167.0,3.2536842105263157,5.9731578947368416,2.7194736842105263,0.0,6.6,113.56366671244217
1994-03,75.0,8.0,17.0,158.0,3.5030434782608695,6.482608695652174,2.9795652173913045,0.0,6.5,113.46484868447864
